,date,smp_max,smp_min,smp_mean,supply,year,month,day,week,dayofweek,weekofyear,temp_max,temp_mean,temp_min
250,2018-10-09,186.79,145.86,156.04,63.08,2018,10,9,41,1,41,21.650000000000002,19.741666666666667,17.125
251,2018-10-10,186.37,146.26,155.69,63.75,2018,10,10,41,2,41,20.0,18.192708333333332,16.150000000000002
252,2018-10-11,183.1,145.68,163.67,63.92,2018,10,11,41,3,41,17.924999999999997,15.664583333333333,13.725000000000001
253,2018-10-12,182.72,145.83,163.03,63.89,2018,10,12,41,4,41,17.775,14.930208333333333,12.225000000000001
254,2018-10-13,153.3,145.78,147.91,62.78,2018,10,13,41,5,41,18.825000000000003,15.264583333333333,11.525000000000002
255,2018-10-14,201.46,145.25,152.53,62.41,2018,10,14,41,6,41,19.75,17.309375,14.075
256,2018-10-15,191.45,145.81,159.02,64.62,2018,10,15,42,0,42,20.9,18.503125,16.275
257,2018-10-16,173.94,145.14,158.66,65.52,2018,10,16,42,1,42,18.95,16.051041666666666,13.25
258,2018-10-17,180.46,145.86,164.75,64.91,2018,10,17,42,2,42,19.675,16.678125,13.774999999999999
259,2018-10-18,182.92,145.83,165.93,65.57,2018,10,18,42,3,42,18.5,16.006249999999998,13.5
260,2018-10-19,180.63,145.83,163.96,64.94,2018,10,19,42,4,42,18.85,15.476041666666667,11.55
261,2018-10-20,186.22,145.25,158.1,63.03,2018,10,20,42,5,42,19.700000000000003,15.959375,12.725000000000001
262,2018-10-21,182.81,145.15,159.32,61.18,2018,10,21,42,6,42,20.575000000000003,16.839583333333334,13.175
263,2018-10-22,196.46,145.73,163.55,65.5,2018,10,22,43,0,43,20.175,16.997916666666665,14.05
264,2018-10-23,201.17,144.86,162.86,64.52,2018,10,23,43,1,43,21.35,18.37083333333333,15.999999999999998
265,2018-10-24,175.53,145.42,162.01,64.4,2018,10,24,43,2,43,19.1,16.502083333333335,13.85
266,2018-10-25,173.0,145.83,160.86,64.21,2018,10,25,43,3,43,21.55,16.889583333333334,11.95
267,2018-10-26,200.68,145.65,164.69,64.43,2018,10,26,43,4,43,20.775,18.267708333333335,16.425
268,2018-10-27,174.85,145.56,160.75,62.45,2018,10,27,43,5,43,17.25,15.117708333333335,13.55
269,2018-10-28,201.49,145.69,159.61,61.19,2018,10,28,43,6,43,19.700000000000003,16.359375,11.675
270,2018-10-29,195.83,145.83,162.77,64.8,2018,10,29,44,0,44,21.65,17.32916666666667,13.2
271,2018-10-30,187.53,145.83,155.85,65.53,2018,10,30,44,1,44,17.125,14.244791666666668,12.2
272,2018-10-31,201.43,146.24,157.79,65.95,2018,10,31,44,2,44,16.375,13.23125,10.75
273,2018-11-01,203.85,154.32,168.74,66.26,2018,11,1,44,3,44,15.675,12.929166666666665,10.525
274,2018-11-02,171.9,142.44,161.82,65.76,2018,11,2,44,4,44,18.65,14.127083333333333,10.275
275,2018-11-03,177.65,141.48,163.33,63.87,2018,11,3,44,5,44,18.5,15.040625,11.575
276,2018-11-04,179.9,141.9,165.42,62.7,2018,11,4,44,6,44,19.125,15.3625,12.100000000000001
277,2018-11-05,205.86,145.81,168.12,65.79,2018,11,5,45,0,45,18.85,15.182291666666666,11.65
278,2018-11-06,204.17,144.71,168.46,66.14,2018,11,6,45,1,45,19.975,16.485416666666666,13.25
279,2018-11-07,193.55,149.94,161.39,65.59,2018,11,7,45,2,45,19.75,17.780208333333334,15.725
280,2018-11-08,187.11,149.94,160.19,66.9,2018,11,8,45,3,45,20.575000000000003,18.228125000000002,14.625
281,2018-11-09,180.57,149.94,163.48,66.77,2018,11,9,45,4,45,17.15,14.758333333333333,11.8
282,2018-11-10,185.79,149.58,166.77,64.49,2018,11,10,45,5,45,17.625,13.723958333333334,10.325
283,2018-11-11,167.48,100.04,152.12,62.92,2018,11,11,45,6,45,18.174999999999997,14.678125,11.1
284,2018-11-12,184.04,133.73,165.63,67.05,2018,11,12,46,0,46,15.375,13.941666666666666,12.625
285,2018-11-13,185.26,143.01,162.92,67.35,2018,11,13,46,1,46,15.65,13.390625,11.775
286,2018-11-14,190.0,147.26,164.99,68.11,2018,11,14,46,2,46,16.775,13.407291666666666,10.675
287,2018-11-15,182.36,141.48,159.4,66.41,2018,11,15,46,3,46,19.4,15.548958333333333,11.3
288,2018-11-16,171.31,101.11,154.59,67.26,2018,11,16,46,4,46,16.7,14.890625,13.274999999999999
289,2018-11-17,172.02,99.67,156.76,66.29,2018,11,17,46,5,46,15.475000000000001,12.972916666666666,11.05
290,2018-11-18,166.53,95.48,148.43,66.14,2018,11,18,46,6,46,13.649999999999999,11.9125,10.25
291,2018-11-19,161.95,134.92,154.05,69.59,2018,11,19,47,0,47,15.25,12.60625,10.350000000000001
292,2018-11-20,163.5,147.68,156.51,70.5,2018,11,20,47,1,47,15.549999999999999,11.879166666666666,8.775
293,2018-11-21,160.43,144.61,154.65,69.77,2018,11,21,47,2,47,16.25,12.786458333333334,9.925
294,2018-11-22,169.43,146.41,156.96,73.43,2018,11,22,47,3,47,12.774999999999999,10.257291666666667,7.1
295,2018-11-23,206.5,149.07,162.23,73.38,2018,11,23,47,4,47,12.375,8.805208333333333,6.1
296,2018-11-24,177.86,102.11,152.31,67.55,2018,11,24,47,5,47,17.85,13.683333333333334,8.2
297,2018-11-25,183.49,98.81,153.78,66.51,2018,11,25,47,6,47,15.975,12.692708333333334,9.55
298,2018-11-26,165.59,99.82,154.21,69.48,2018,11,26,48,0,48,16.975,14.055208333333333,10.4
299,2018-11-27,163.26,139.53,155.4,69.31,2018,11,27,48,1,48,17.75,14.470833333333335,11.975000000000001
300,2018-11-28,204.02,140.26,163.78,71.08,2018,11,28,48,2,48,16.175,13.175,10.600000000000001
301,2018-11-29,204.23,144.53,162.1,70.04,2018,11,29,48,3,48,17.575000000000003,13.121875000000001,9.125
302,2018-11-30,185.96,149.17,164.16,69.44,2018,11,30,48,4,48,16.65,13.266666666666667,10.6
303,2018-12-01,189.08,106.18,169.49,67.57,2018,12,1,48,5,48,16.3,13.714583333333334,11.674999999999999
304,2018-12-02,193.06,88.98,161.04,64.17,2018,12,2,48,6,48,20.35,17.478125,14.325000000000001
305,2018-12-03,196.23,160.5,173.87,67.14,2018,12,3,49,0,49,21.275,18.897916666666667,17.15
306,2018-12-04,194.37,140.39,175.42,70.67,2018,12,4,49,1,49,18.849999999999998,15.118749999999999,11.725
307,2018-12-05,196.52,142.83,170.85,73.29,2018,12,5,49,2,49,12.374999999999998,10.485416666666667,8.625
308,2018-12-06,219.62,155.96,174.03,75.18,2018,12,6,49,3,49,12.625,10.080208333333333,8.75
309,2018-12-07,216.15,156.96,178.78,81.61,2018,12,7,49,4,49,10.175,5.623958333333333,2.85
310,2018-12-08,217.74,151.6,168.4,80.06,2018,12,8,49,5,49,6.050000000000001,3.7802083333333334,2.15
311,2018-12-09,195.18,89.28,168.12,78.29,2018,12,9,49,6,49,4.65,3.557291666666667,2.425
312,2018-12-10,201.14,154.04,176.1,79.78,2018,12,10,50,0,50,10.225,6.996875,4.15
313,2018-12-11,219.71,152.11,170.77,79.03,2018,12,11,50,1,50,10.875,9.295833333333333,7.6000000000000005
314,2018-12-12,194.73,148.38,175.2,84.42,2018,12,12,50,2,50,8.924999999999999,6.842708333333333,5.25
315,2018-12-13,219.21,151.06,174.66,83.11,2018,12,13,50,3,50,9.25,7.231249999999999,5.025
316,2018-12-14,199.22,149.14,173.6,83.54,2018,12,14,50,4,50,7.375,5.689583333333334,3.8999999999999995
317,2018-12-15,198.86,161.02,173.94,79.37,2018,12,15,50,5,50,9.524999999999999,6.103125,2.45
318,2018-12-16,175.56,151.39,166.51,74.17,2018,12,16,50,6,50,10.325,9.134375,6.7
319,2018-12-17,177.14,161.58,166.48,82.0,2018,12,17,51,0,51,11.425,9.829166666666667,8.325000000000001
320,2018-12-18,201.05,161.49,172.24,80.85,2018,12,18,51,1,51,11.850000000000001,9.077083333333333,6.15
321,2018-12-19,176.76,161.0,167.02,73.9,2018,12,19,51,2,51,16.95,12.787500000000001,6.85
322,2018-12-20,218.66,155.58,168.83,76.57,2018,12,20,51,3,51,15.700000000000001,12.783333333333333,11.375000000000002
323,2018-12-21,216.32,149.78,173.92,71.74,2018,12,21,51,4,51,17.3,14.940624999999999,11.899999999999999
324,2018-12-22,177.75,103.24,163.91,71.11,2018,12,22,51,5,51,15.55,13.013541666666667,11.05
325,2018-12-23,198.5,147.55,170.15,74.77,2018,12,23,51,6,51,12.475,10.227083333333333,7.449999999999999
326,2018-12-24,214.49,160.5,170.59,80.25,2018,12,24,52,0,52,8.600000000000001,6.654166666666667,4.525
327,2018-12-25,191.42,147.53,169.78,74.63,2018,12,25,52,1,52,10.4,7.611458333333333,4.449999999999999
328,2018-12-26,205.36,161.71,172.32,80.19,2018,12,26,52,2,52,10.2,8.820833333333333,7.225
329,2018-12-27,208.27,161.88,174.74,89.53,2018,12,27,52,3,52,7.324999999999999,4.035416666666666,1.575
330,2018-12-28,214.13,161.88,180.16,90.76,2018,12,28,52,4,52,3.05,1.7302083333333331,0.5750000000000001
331,2018-12-29,209.51,152.53,171.66,86.13,2018,12,29,52,5,52,4.175,2.686458333333333,1.0499999999999998
332,2018-12-30,200.64,159.99,175.13,84.29,2018,12,30,52,6,52,4.25,3.23125,1.725
333,2018-12-31,211.99,104.37,170.41,85.75,2018,12,31,1,0,1,6.200000000000001,4.679166666666667,3.2
334,2019-01-01,168.22,71.64,138.28,81.11,2019,1,1,1,1,1,6.025,5.094791666666667,4.275
335,2019-01-02,192.93,142.55,158.79,90.17,2019,1,2,1,2,1,6.425,4.888541666666667,3.9749999999999996
336,2019-01-03,183.19,145.41,155.71,87.34,2019,1,3,1,3,1,8.025,5.43125,3.3
337,2019-01-04,175.35,142.88,157.04,85.2,2019,1,4,1,4,1,10.325,6.775,4.025
338,2019-01-05,164.41,106.06,147.77,83.75,2019,1,5,1,5,1,9.475,7.4697916666666675,5.925
339,2019-01-06,192.13,100.08,152.83,82.32,2019,1,6,1,6,1,8.125,6.417708333333334,5.075
340,2019-01-07,193.97,140.41,160.03,85.12,2019,1,7,2,0,2,9.1,6.820833333333334,4.75
341,2019-01-08,190.67,146.52,153.94,88.68,2019,1,8,2,1,2,9.2,7.136458333333334,4.325
342,2019-01-09,193.5,146.75,160.34,88.52,2019,1,9,2,2,2,6.1,4.479166666666667,2.475
343,2019-01-10,192.45,144.49,161.03,86.79,2019,1,10,2,3,2,8.55,6.994791666666666,5.575
344,2019-01-11,192.51,138.01,158.77,83.32,2019,1,11,2,4,2,9.625,7.757291666666667,6.325
345,2019-01-12,192.24,138.99,160.42,80.81,2019,1,12,2,5,2,10.850000000000001,8.944791666666667,7.325
346,2019-01-13,192.73,99.82,155.67,81.62,2019,1,13,2,6,2,9.75,7.710416666666667,5.85
347,2019-01-14,188.16,132.94,159.58,83.8,2019,1,14,3,0,3,10.0,7.288541666666667,4.8
348,2019-01-15,192.02,145.62,159.06,87.05,2019,1,15,3,1,3,9.975,7.471875000000001,4.25
349,2019-01-16,190.29,146.36,162.0,93.47,2019,1,16,3,2,3,4.8,3.2750000000000004,2.15
350,2019-01-17,190.62,145.95,161.14,91.6,2019,1,17,3,3,3,7.124999999999999,5.028125,3.025
351,2019-01-18,192.89,146.36,157.9,86.66,2019,1,18,3,4,3,10.225,6.261458333333334,3.25
352,2019-01-19,181.87,142.17,158.5,79.6,2019,1,19,3,5,3,13.075000000000001,9.391666666666667,4.625
353,2019-01-20,183.54,99.68,151.87,84.96,2019,1,20,3,6,3,11.525,7.573958333333334,3.9000000000000004
354,2019-01-21,190.33,142.64,162.12,88.0,2019,1,21,4,0,4,8.375,5.609374999999999,3.25
355,2019-01-22,191.35,142.51,159.34,86.77,2019,1,22,4,1,4,11.3,7.726041666666666,5.2
356,2019-01-23,189.0,131.17,159.2,86.03,2019,1,23,4,2,4,12.275,8.446875,5.425
357,2019-01-24,190.28,144.51,161.19,85.09,2019,1,24,4,3,4,10.100000000000001,7.046875,4.4
358,2019-01-25,187.64,141.19,161.04,87.41,2019,1,25,4,4,4,9.975,6.410416666666666,3.375
359,2019-01-26,193.46,144.19,158.62,89.98,2019,1,26,4,5,4,5.675,3.9104166666666664,2.5
360,2019-01-27,181.53,139.31,154.61,84.16,2019,1,27,4,6,4,8.875,5.637499999999999,2.825
361,2019-01-28,191.86,110.86,159.11,87.08,2019,1,28,5,0,5,10.625,7.639583333333334,4.525
362,2019-01-29,189.75,133.91,163.04,84.98,2019,1,29,5,1,5,9.325,5.992708333333333,2.65
363,2019-01-30,182.75,109.43,155.18,82.15,2019,1,30,5,2,5,10.5,8.295833333333333,6.824999999999999
364,2019-01-31,194.05,110.62,156.54,91.6,2019,1,31,5,3,5,7.699999999999999,5.214583333333334,3.25
365,2019-02-01,159.88,116.4,133.5,87.95,2019,2,1,5,4,5,6.775,4.4913043478260875,2.7750000000000004
366,2019-02-02,168.75,110.92,136.94,79.2,2019,2,2,5,5,5,12.974999999999998,8.520833333333334,3.7749999999999995
367,2019-02-03,166.91,61.72,134.62,73.06,2019,2,3,5,6,5,16.925,13.544886363636364,9.25
368,2019-02-04,169.52,114.13,131.18,78.3,2019,2,4,6,0,6,9.65,7.384375,4.824999999999999
369,2019-02-05,142.88,53.16,121.25,73.45,2019,2,5,6,1,6,13.0,8.885416666666666,4.075
370,2019-02-06,160.1,61.72,129.16,72.49,2019,2,6,6,2,6,15.400000000000002,11.898958333333335,9.15
371,2019-02-07,166.84,125.04,136.11,85.25,2019,2,7,6,3,6,12.55,8.270833333333332,3.575
372,2019-02-08,165.46,124.76,139.99,85.17,2019,2,8,6,4,6,5.9750000000000005,4.1572916666666675,2.55
373,2019-02-09,164.0,122.58,140.41,89.63,2019,2,9,6,5,6,5.300000000000001,3.463541666666667,2.0
374,2019-02-10,166.69,126.75,142.92,84.03,2019,2,10,6,6,6,4.9,3.5322916666666666,2.425
375,2019-02-11,164.14,125.04,141.05,90.72,2019,2,11,7,0,7,5.175,3.884375,2.75
376,2019-02-12,169.2,125.04,137.83,85.78,2019,2,12,7,1,7,8.7,5.496875,2.025
377,2019-02-13,169.54,125.04,136.21,87.79,2019,2,13,7,2,7,8.95,6.903124999999999,4.975
378,2019-02-14,163.19,120.66,132.76,88.15,2019,2,14,7,3,7,7.425000000000001,5.7625,4.4
379,2019-02-15,167.55,125.04,135.95,87.68,2019,2,15,7,4,7,8.600000000000001,6.669791666666667,4.8
380,2019-02-16,160.64,113.9,135.76,87.13,2019,2,16,7,5,7,6.775,4.888541666666667,3.1999999999999997
381,2019-02-17,161.83,120.63,135.17,84.73,2019,2,17,7,6,7,6.824999999999999,4.703125,3.0999999999999996
382,2019-02-18,168.05,125.04,137.37,84.23,2019,2,18,8,0,8,9.8,7.176041666666667,4.2
383,2019-02-19,169.4,116.8,133.36,82.39,2019,2,19,8,1,8,14.4,10.244791666666666,7.0
384,2019-02-20,169.47,125.04,136.44,82.82,2019,2,20,8,2,8,9.4,7.379166666666666,5.55
385,2019-02-21,161.36,125.04,138.76,83.36,2019,2,21,8,3,8,9.325000000000001,7.583333333333334,6.175
386,2019-02-22,169.54,124.51,136.38,82.92,2019,2,22,8,4,8,11.649999999999999,8.586458333333333,6.7749999999999995
387,2019-02-23,161.67,121.11,141.01,77.61,2019,2,23,8,5,8,13.549999999999999,9.434375,5.5
388,2019-02-24,165.33,89.7,133.31,77.16,2019,2,24,8,6,8,13.825,11.258333333333333,8.225
389,2019-02-25,169.01,116.84,141.62,80.1,2019,2,25,9,0,9,12.974999999999998,9.6875,6.6499999999999995
390,2019-02-26,168.62,129.77,142.52,81.53,2019,2,26,9,1,9,13.05,9.453125,6.425000000000001
391,2019-02-27,167.08,121.24,140.02,81.95,2019,2,27,9,2,9,12.274999999999999,10.709375,9.35
392,2019-02-28,165.83,113.07,135.37,80.93,2019,2,28,9,3,9,13.100000000000001,10.515625,8.725
393,2019-03-01,168.66,123.69,142.02,79.3,2019,3,1,9,4,9,12.125000000000002,9.519791666666666,6.7250000000000005
394,2019-03-02,169.58,91.06,130.13,77.48,2019,3,2,9,5,9,13.625,10.532291666666666,7.824999999999999
395,2019-03-03,154.97,93.03,127.65,75.37,2019,3,3,9,6,9,13.45,11.608333333333333,10.1
396,2019-03-04,169.3,123.32,133.49,80.49,2019,3,4,10,0,10,12.899999999999999,10.270833333333334,8.475
397,2019-03-05,169.66,123.8,133.66,78.36,2019,3,5,10,1,10,14.024999999999999,10.93125,7.325
398,2019-03-06,169.37,123.8,134.74,79.71,2019,3,6,10,2,10,12.8,10.43125,8.6
399,2019-03-07,165.81,123.54,134.71,84.43,2019,3,7,10,3,10,10.875,8.408333333333333,6.9
400,2019-03-08,169.37,123.8,132.78,81.18,2019,3,8,10,4,10,13.05,8.620833333333334,4.4
401,2019-03-09,131.04,117.21,126.69,74.57,2019,3,9,10,5,10,15.525000000000002,10.942708333333334,6.425000000000001
402,2019-03-10,134.95,108.89,126.03,74.93,2019,3,10,10,6,10,13.475000000000001,11.469791666666666,9.700000000000001
403,2019-03-11,165.54,123.8,133.41,79.97,2019,3,11,11,0,11,13.875,10.375,7.475
404,2019-03-12,168.41,118.09,130.22,78.78,2019,3,12,11,1,11,14.65,10.353125,5.5
405,2019-03-13,163.47,123.8,143.1,84.49,2019,3,13,11,2,11,11.4,7.738541666666666,4.025
406,2019-03-14,168.8,123.8,139.75,83.09,2019,3,14,11,3,11,12.850000000000001,8.976041666666667,5.6499999999999995
407,2019-03-15,182.9,114.23,150.07,81.55,2019,3,15,11,4,11,14.85,10.137500000000001,6.074999999999999
408,2019-03-16,172.69,127.13,152.46,79.1,2019,3,16,11,5,11,12.675,8.88125,5.5
409,2019-03-17,163.14,120.66,145.13,77.48,2019,3,17,11,6,11,14.649999999999999,11.735416666666667,8.65
410,2019-03-18,178.86,117.41,151.62,79.39,2019,3,18,12,0,12,14.225000000000001,10.371875,7.174999999999999
411,2019-03-19,174.06,118.34,150.87,76.91,2019,3,19,12,1,12,16.375,12.282291666666666,8.825
412,2019-03-20,180.31,117.47,151.11,73.5,2019,3,20,12,2,12,18.3,14.465625000000001,9.525
413,2019-03-21,168.85,114.17,147.59,76.61,2019,3,21,12,3,12,17.65,12.345833333333333,8.625
414,2019-03-22,167.19,125.66,152.1,82.27,2019,3,22,12,4,12,10.7,8.41875,6.8500000000000005
415,2019-03-23,174.46,117.71,149.78,82.29,2019,3,23,12,5,12,12.299999999999999,8.59375,6.0249999999999995
416,2019-03-24,170.95,114.91,147.13,79.88,2019,3,24,12,6,12,11.05,7.175000000000001,3.55
417,2019-03-25,176.15,117.6,150.11,80.02,2019,3,25,13,0,13,12.125,9.065624999999999,6.074999999999999
418,2019-03-26,171.49,120.48,143.25,77.48,2019,3,26,13,1,13,18.75,13.663541666666669,7.85
419,2019-03-27,171.97,114.79,139.69,72.94,2019,3,27,13,2,13,18.075,14.635416666666666,9.899999999999999
420,2019-03-28,178.56,114.12,148.23,73.05,2019,3,28,13,3,13,17.099999999999998,14.623958333333333,12.75
421,2019-03-29,179.08,115.26,149.46,72.72,2019,3,29,13,4,13,17.549999999999997,14.287500000000001,11.675
422,2019-03-30,168.35,109.51,149.03,79.13,2019,3,30,13,5,13,16.0,11.990625000000001,7.5
423,2019-03-31,168.35,117.66,149.14,81.4,2019,3,31,13,6,13,10.525,7.946875,6.2749999999999995
424,2019-04-01,217.93,134.52,147.73,80.91,2019,4,1,14,0,14,13.35,9.519791666666666,6.1
425,2019-04-02,179.62,127.09,148.66,81.04,2019,4,2,14,1,14,14.5,10.942708333333332,8.175
426,2019-04-03,218.06,119.83,147.43,81.98,2019,4,3,14,2,14,14.4,10.485416666666666,7.375
427,2019-04-04,181.52,122.51,145.53,77.88,2019,4,4,14,3,14,15.225,10.707291666666666,5.4
428,2019-04-05,160.92,136.04,146.23,75.43,2019,4,5,14,4,14,18.75,13.846875,10.4
429,2019-04-06,165.45,115.83,146.13,72.17,2019,4,6,14,5,14,17.9,13.673958333333333,10.4
430,2019-04-07,165.8,125.14,142.17,68.16,2019,4,7,14,6,14,19.174999999999997,15.196875,12.075
431,2019-04-08,182.16,120.05,145.95,71.92,2019,4,8,15,0,15,17.575000000000003,14.416666666666666,11.399999999999999
432,2019-04-09,221.96,123.01,151.2,73.71,2019,4,9,15,1,15,17.125,14.959375,12.575
433,2019-04-10,224.71,127.39,153.01,78.43,2019,4,10,15,2,15,14.95,11.15625,9.55
434,2019-04-11,217.69,126.61,150.53,76.96,2019,4,11,15,3,15,13.725,11.442708333333334,9.350000000000001
435,2019-04-12,180.36,136.8,146.84,77.04,2019,4,12,15,4,15,16.05,12.765625,9.425
436,2019-04-13,176.47,129.7,156.28,74.11,2019,4,13,15,5,15,16.85,13.264583333333334,9.35
437,2019-04-14,181.61,127.21,147.16,73.36,2019,4,14,15,6,15,17.8,14.046875,10.675
438,2019-04-15,181.48,135.35,148.11,74.73,2019,4,15,16,0,16,17.4,13.159375,9.75
439,2019-04-16,157.53,136.49,144.93,69.44,2019,4,16,16,1,16,21.65,15.752083333333333,10.45
440,2019-04-17,162.6,136.49,147.63,73.39,2019,4,17,16,2,16,18.275000000000002,15.4125,12.950000000000001
441,2019-04-18,181.74,136.34,145.67,70.74,2019,4,18,16,3,16,19.375,15.43125,11.075
442,2019-04-19,181.48,135.42,147.53,67.73,2019,4,19,16,4,16,19.925,16.289583333333333,12.975000000000001
443,2019-04-20,155.26,124.68,144.4,69.22,2019,4,20,16,5,16,19.3,16.446875,13.875
444,2019-04-21,163.95,126.77,147.07,64.02,2019,4,21,16,6,16,21.650000000000002,17.577083333333334,13.6
445,2019-04-22,164.52,136.96,148.23,65.73,2019,4,22,17,0,17,21.775000000000002,19.083333333333332,16.65
446,2019-04-23,160.84,125.42,147.19,67.18,2019,4,23,17,1,17,19.65,18.052083333333332,16.575000000000003
447,2019-04-24,164.66,126.48,146.58,66.42,2019,4,24,17,2,17,21.400000000000002,17.603125,15.575
448,2019-04-25,164.3,139.15,147.04,66.63,2019,4,25,17,3,17,18.425,16.103125000000002,14.624999999999998
449,2019-04-26,156.61,136.8,145.24,73.65,2019,4,26,17,4,17,16.0,12.804166666666667,10.95
450,2019-04-27,225.06,136.46,149.72,70.14,2019,4,27,17,5,17,16.05,13.415625000000002,10.7
451,2019-04-28,164.56,127.99,146.72,66.8,2019,4,28,17,6,17,17.2,14.897916666666665,12.05
452,2019-04-29,165.41,135.97,146.38,70.28,2019,4,29,18,0,18,19.3,16.034375,14.350000000000001
453,2019-04-30,160.79,136.63,147.02,68.97,2019,4,30,18,1,18,17.4,15.543750000000001,14.1
454,2019-05-01,146.05,133.43,139.95,68.46,2019,5,1,18,2,18,20.025000000000002,15.409374999999999,12.875
455,2019-05-02,179.02,136.56,147.09,69.78,2019,5,2,18,3,18,21.275,17.410416666666666,13.1
456,2019-05-03,180.46,134.72,145.75,69.67,2019,5,3,18,4,18,22.25,18.880208333333336,15.425
457,2019-05-04,182.81,133.33,143.88,66.6,2019,5,4,18,5,18,22.5,18.555208333333333,14.200000000000001
458,2019-05-05,150.07,133.1,139.69,66.23,2019,5,5,18,6,18,22.625,18.792708333333334,15.274999999999999
459,2019-05-06,183.65,136.86,143.51,68.31,2019,5,6,19,0,19,19.125,16.164583333333333,13.424999999999999
460,2019-05-07,143.93,133.43,138.94,70.67,2019,5,7,19,1,19,18.55,15.205208333333333,12.000000000000002
461,2019-05-08,184.71,133.43,142.56,66.53,2019,5,8,19,2,19,19.75,15.8375,11.575
462,2019-05-09,183.37,133.43,142.51,69.18,2019,5,9,19,3,19,20.35,17.210416666666667,14.350000000000001
463,2019-05-10,176.16,133.43,145.78,68.22,2019,5,10,19,4,19,20.85,17.462500000000002,13.675
464,2019-05-11,176.62,132.99,141.83,66.55,2019,5,11,19,5,19,21.849999999999998,18.076041666666665,13.825
465,2019-05-12,151.15,130.2,139.58,64.82,2019,5,12,19,6,19,22.1,18.476041666666667,14.825
466,2019-05-13,147.45,132.47,141.0,65.82,2019,5,13,20,0,20,22.1,19.383333333333333,16.75
467,2019-05-14,182.57,133.13,142.65,66.88,2019,5,14,20,1,20,22.725,20.159148550724638,17.875
468,2019-05-15,226.1,133.43,163.91,67.16,2019,5,15,20,2,20,25.325000000000003,20.9875,17.0
469,2019-05-16,184.2,133.43,147.22,67.45,2019,5,16,20,3,20,25.6,21.804166666666667,18.075
470,2019-05-17,184.95,133.43,145.18,65.81,2019,5,17,20,4,20,24.15,20.728125,17.575
471,2019-05-18,178.17,132.62,145.17,62.51,2019,5,18,20,5,20,21.625,19.909375,18.125
472,2019-05-19,183.54,132.9,147.62,62.95,2019,5,19,20,6,20,22.775000000000002,20.241666666666667,17.55
473,2019-05-20,179.09,133.43,147.84,66.67,2019,5,20,21,0,21,19.1,17.282291666666666,14.850000000000001
474,2019-05-21,183.25,133.43,144.42,65.77,2019,5,21,21,1,21,23.324999999999996,18.701041666666665,14.024999999999999
475,2019-05-22,146.41,133.43,139.72,65.9,2019,5,22,21,2,21,24.5,20.144791666666666,15.55
476,2019-05-23,148.98,132.63,141.28,66.7,2019,5,23,21,3,21,25.999999999999996,21.807291666666668,17.700000000000003
477,2019-05-24,185.3,132.09,142.97,67.01,2019,5,24,21,4,21,27.525000000000002,23.39166666666667,19.35
478,2019-05-25,180.17,129.27,149.16,65.02,2019,5,25,21,5,21,25.775,21.772916666666667,18.025
479,2019-05-26,178.79,127.7,143.77,62.88,2019,5,26,21,6,21,23.625,21.355208333333334,19.225
480,2019-05-27,175.65,129.23,145.98,67.05,2019,5,27,22,0,22,21.900000000000002,20.041666666666668,16.5
481,2019-05-28,178.92,131.59,149.97,64.06,2019,5,28,22,1,22,21.35,18.571875,15.85
482,2019-05-29,175.48,134.08,148.34,65.99,2019,5,29,22,2,22,26.625,21.58229166666667,18.224999999999998
483,2019-05-30,180.1,132.29,147.88,65.02,2019,5,30,22,3,22,24.95,21.092708333333334,17.125
484,2019-05-31,180.46,133.22,145.36,63.97,2019,5,31,22,4,22,20.375,17.911458333333332,15.5
485,2019-06-01,193.34,129.06,145.29,63.03,2019,6,1,22,5,22,22.299999999999997,18.646875,15.325
486,2019-06-02,159.37,131.11,141.84,63.08,2019,6,2,22,6,22,22.999999999999996,19.978125,17.575
487,2019-06-03,150.7,133.94,142.62,65.43,2019,6,3,23,0,23,23.725,20.68541666666667,16.9
488,2019-06-04,240.07,132.54,162.13,67.49,2019,6,4,23,1,23,24.999999999999996,21.717708333333338,19.45
489,2019-06-05,232.18,133.15,173.58,67.27,2019,6,5,23,2,23,25.65,22.35729166666667,19.475
490,2019-06-06,239.85,136.87,156.12,67.86,2019,6,6,23,3,23,25.35,22.150000000000002,19.275000000000002
491,2019-06-07,236.19,131.95,169.61,64.21,2019,6,7,23,4,23,23.5,20.135416666666664,18.2
492,2019-06-08,186.16,129.73,150.12,63.27,2019,6,8,23,5,23,21.25,19.325,17.599999999999998
493,2019-06-09,190.01,128.08,145.95,62.54,2019,6,9,23,6,23,22.5,19.696875,17.474999999999998
494,2019-06-10,193.05,131.68,154.07,63.91,2019,6,10,24,0,24,23.0,19.707291666666666,17.1
495,2019-06-11,192.37,133.84,144.27,65.17,2019,6,11,24,1,24,22.200000000000003,19.637500000000003,17.799999999999997
496,2019-06-12,191.21,135.75,145.67,65.25,2019,6,12,24,2,24,21.900000000000002,19.342708333333334,16.45
497,2019-06-13,193.42,133.48,153.81,66.2,2019,6,13,24,3,24,24.25,20.36770833333333,16.474999999999998
498,2019-06-14,187.75,133.3,151.72,64.98,2019,6,14,24,4,24,21.25,19.659374999999997,17.549999999999997
499,2019-06-15,188.48,134.46,146.89,63.43,2019,6,15,24,5,24,24.05,20.567708333333336,18.025
